Analyst,,,,,
Date Started,25/6/2023 11:34 PM  GMT: 25/6/2023 11:34 PM,,,,
Worksheet,LC000565_24,,,,
Comment,,,,,
Methods,"Au,Au",,,,
,,,,,
Method: Au (Flame),,,,,
,,,,,
25/06/2023,11:34:00 p. m.,PATRON,0.912,,mg/L
25/06/2023,11:34:00 p. m.,BLANCO,-0.011,,mg/L
25/06/2023,11:34:00 p. m.,REAGENT BLANK,-0.015,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-001,0.012980961,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-002,0.008,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-003,0.008654262,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-004,0.00866147,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-005,0.012308716,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-006,0.01401213,,mg/L
25/06/2023,11:34:00 p. m.,PATRON,0.913,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-007,0.009986684,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-008,0.012676808,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-009,0.022631964,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-010,0.020993702,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-011,0.039652128,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-012,0.008988914,,mg/L
25/06/2023,11:34:00 p. m.,PATRON,0.902,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-013,0.010995968,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-014,0.030287901,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-015,0.924193495,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-016,0.047031354,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-017,0.036278915,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-018,0.019643749,,mg/L
25/06/2023,11:34:00 p. m.,PATRON,0.873,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-019,0.00399494,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-020,0.036300663,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-021,0.031976551,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-022,0.013308035,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-023,0.031318718,,mg/L
25/06/2023,11:34:00 p. m.,LC000565-024,0.12510008,,mg/L
25/06/2023,11:34:00 p. m.,PATRON,0.882,,mg/L
