Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.966
Comp. Cola Columna,Cu 324.75,1.915
Barren,Cu 324.75,1.895
Cabeza puntual retorno,Cu 324.75,1.87
Celda # 11-A,Cu 324.75,0.241
Celda # 11-B,Cu 324.75,0.017
Celda # 11-C,Cu 324.75,0.011
Celda #5-9,Cu 324.75,1.019
Celda #(F1+F2),Cu 324.75,2.244
NE Tubo 1,Cu 324.75,0.044
NE Tubo 2,Cu 324.75,0.259
NE Tubo 4,Cu 324.75,1.383
NE Tubo 5,Cu 324.75,2.904
NE Tubo 6,Cu 324.75,7.217
NE Tubo 7,Cu 324.75,0.868
Puntual Noroeste,Cu 324.75,2.195
Barren Patios,Cu 324.75,1.726
Tubo 3,Cu 324.75,1.56
Especial 1,Cu 324.75,0.057
Especial 2,Cu 324.75,0.02
Especial 3,Cu 324.75,0.28
Especial 4,Cu 324.75,1.654
Especial 5,Cu 324.75,0.047
Especial 6,Cu 324.75,0.012
Columna #1,Cu 324.75,0.248
Columna #2,Cu 324.75,1.701
Columna #3,Cu 324.75,1.669
Columna #4,Cu 324.75,1.632
Columna #5,Cu 324.75,1.596
