Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.274
Cabeza puntual retorno,Ag 328.07,0.271
Celda #(F1+F2),Ag 328.07,0.273
Puntual Noroeste,Ag 328.07,0.259
Tubo 3,Ag 328.07,0.452
NE Tubo 2,Ag 328.07,0.064
NE Tubo 4,Ag 328.07,0.06
Especial 1,Ag 328.07,0.067
Especial 2,Ag 328.07,0.154
Especial 3,Ag 328.07,0.049
Especial 4,Ag 328.07,0.046
Especial 5,Ag 328.07,0.071
Columna #1,Ag 328.07,0.284
Columna #2,Ag 328.07,0.304
Columna #3,Ag 328.07,0.307
Columna #4,Ag 328.07,0.284
Columna #5,Ag 328.07,0.223
Comp. Cola Columna,Ag 328.07,0.232
Barren,Ag 328.07,0.264
Barren Patios,Ag 328.07,0.252
NE Tubo 1,Ag 328.07,1.548
NE Tubo 5,Ag 328.07,0.025
NE Tubo 6,Ag 328.07,0.021
NE Tubo 7,Ag 328.07,0.193
Celda # 11-A,Ag 328.07,0.025
Celda # 11-B,Ag 328.07,0.025
Celda # 11-C,Ag 328.07,0.023
Celda #5-9,Ag 328.07,0.077
