Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.518
Cabeza puntual retorno,Cu 324.75,1.419
Celda #(F1+F2),Cu 324.75,1.724
Puntual Noroeste,Cu 324.75,0.598
Tubo 3,Cu 324.75,0.227
Comp. Cola Columna,Cu 324.75,2.020
Barren,Cu 324.75,1.437
Celda # 11-A,Cu 324.75,0.255
Celda # 11-B,Cu 324.75,0.229
Celda # 11-C,Cu 324.75,0.375
Celda #5-9,Cu 324.75,0.210
NE Tubo 1,Cu 324.75,7.790
NE Tubo 2,Cu 324.75,0.745
NE Tubo 4,Cu 324.75,0.082
NE Tubo 5,Cu 324.75,0.033
NE Tubo 6,Cu 324.75,0.838
NE Tubo 7,Cu 324.75,0.106
Barren Patios,Cu 324.75,1.254
Especial 1,Cu 324.75,0.045
Especial 2,Cu 324.75,0.095
Especial 3,Cu 324.75,0.043
Especial 4,Cu 324.75,0.045
Especial 5,Cu 324.75,0.984
Columna #1,Cu 324.75,1.105
Columna #2,Cu 324.75,1.113
Columna #3,Cu 324.75,1.191
Columna #4,Cu 324.75,1.180
Columna #5,Cu 324.75,1.209
