Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.219
Comp. Cola Columna,Cu 324.75,1.090
Barren,Cu 324.75,1.206
Cabeza puntual retorno,Cu 324.75,1.138
Celda # 11-A,Cu 324.75,0.738
Celda # 11-B,Cu 324.75,0.676
Celda # 11-C,Cu 324.75,0.339
Celda # 6-F2,Cu 324.75,0.115
Celda #5-9,Cu 324.75,2.983
Celda #(F1+F2),Cu 324.75,1.108
NE Tubo 1,Cu 324.75,0.121
NE Tubo 2,Cu 324.75,0.409
NE Tubo 4,Cu 324.75,0.648
NE Tubo 5,Cu 324.75,0.220
NE Tubo 6,Cu 324.75,0.255
NE Tubo 7,Cu 324.75,3.478
Puntual Noroeste,Cu 324.75,1.213
Barren Patios,Cu 324.75,1.190
Tubo 3,Cu 324.75,1.185
Especial 1,Cu 324.75,4.844
Especial 2,Cu 324.75,6.698
Especial 3,Cu 324.75,0.236
Especial 4,Cu 324.75,0.254
Especial 5,Cu 324.75,0.310
