Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.724
Comp. Cola Columna,Cu 324.75,0.813
Barren,Cu 324.75,0.653
Cabeza puntual retorno,Cu 324.75,0.707
Celda # 11-A,Cu 324.75,0.076
Celda # 11-B,Cu 324.75,0.028
Celda # 11-C,Cu 324.75,0.348
Celda # 6-F2,Cu 324.75,0.691
Celda #5-9,Cu 324.75,6
Celda #(F1+F2),Cu 324.75,0.453
NE Tubo 1,Cu 324.75,0.05
NE Tubo 2,Cu 324.75,0.22
NE Tubo 4,Cu 324.75,0.938
NE Tubo 5,Cu 324.75,0.451
NE Tubo 6,Cu 324.75,0.217
NE Tubo 7,Cu 324.75,0.849
Puntual Noroeste,Cu 324.75,0.479
Barren Patios,Cu 324.75,0.577
Tubo 3,Cu 324.75,0.095
Especial 1,Cu 324.75,0.54
Especial 2,Cu 324.75,0.218
Especial 3,Cu 324.75,0.083
Especial 4,Cu 324.75,0.107
Especial 5,Cu 324.75,0.44
Especial 6,Cu 324.75,0.034
