Analista,,,,,,,,,,
Fecha de inicio,21/01/2023 01:18 a. m.  GMT: 21/01/2023 07:18 a. m.,,,,,,,,,
Hoja de trabajo,SA000095-RE_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.4952,,mg/L,2.1,0.0165,-0.0016,0.0166,0.0167,0.0161
,BLANCO,-0.0036,,mg/L,>100,-0.0001,-0.0006,0,-0.0001,-0.0003
,BLANCO REACTIVO,0,,mg/L,90.4,-0.0003,-0.0002,-0.0002,-0.0001,-0.0007
,SA000064-018,0.2751,,mg/L,0.2,0.0392,-0.0003,0.0393,0.0392,0.0391
,SA000068-019,0.3063,,mg/L,1.1,0.0437,-0.0003,0.0439,0.044,0.0431
,SA000071-013,0.0761,,mg/L,1.2,0.0108,-0.0004,0.0107,0.0108,0.011
,SA000072-028,0.0568,,mg/L,4,0.0081,-0.0003,0.0084,0.008,0.0078
,SA000072-029,0.1017,,mg/L,1.6,0.0145,-0.0006,0.0147,0.0145,0.0143
,PATRON,0.5082,,mg/L,1.4,0.0169,-0.0012,0.0171,0.0169,0.0166
,SA000072-030,0.1989,,mg/L,0.9,0.0283,-0.0005,0.0282,0.0286,0.0282
,SA000072-031,0.0966,,mg/L,1.6,0.0138,-0.0005,0.0135,0.0139,0.0139
,SA000072-032,0.1963,,mg/L,1.8,0.028,-0.0005,0.0276,0.0278,0.0286
,SA000073-027,0.1207,,mg/L,1.6,0.0172,-0.0009,0.0174,0.0173,0.0169
,SA000073-029,0.371,,mg/L,0.6,0.0529,-0.0007,0.0531,0.0525,0.053
,PATRON,0.5055,,mg/L,0.9,0.0161,-0.0012,0.016,0.0161,0.0163
,BLANCO,0.0029,,mg/L,>100,0.0001,0,0,0.0004,-0.0002
,BLANCO REACTIVO,0,,mg/L,7,-0.0035,0.0038,-0.0034,-0.0038,-0.0033
,SA000073-030,0.1188,,mg/L,2,0.0162,0.0068,0.0164,0.0159,0.0164
,SA000073-031,0.0384,,mg/L,4.1,0.0052,0.0067,0.0053,0.005,0.0054
,SA000073-032,0.2005,,mg/L,1.3,0.0274,0.0068,0.0276,0.027,0.0276
,SA000074-003,0.445,,mg/L,0.7,0.0608,0.0068,0.0608,0.0604,0.0612
,SA000074-005,0.3618,,mg/L,1.5,0.0495,0.0071,0.0489,0.0503,0.0493
,PATRON,0.5131,,mg/L,2.2,0.0164,0.0064,0.0166,0.0165,0.0159
,SA000074-006,0.1166,,mg/L,1.7,0.0159,0.0066,0.0156,0.0161,0.0161
,SA000074-007,0.3715,,mg/L,0.5,0.0508,0.0069,0.0506,0.0506,0.0511
,SA000074-008,0.277,,mg/L,0.7,0.0379,0.0068,0.0378,0.0377,0.0381
,SA000074-009,0.1199,,mg/L,0.3,0.0164,0.0069,0.0164,0.0164,0.0164
,SA000074-010,0.0816,,mg/L,2.8,0.0111,0.0066,0.0115,0.011,0.0109
,PATRON,0.5064,,mg/L,2.2,0.0161,0.0061,0.0165,0.0161,0.0158
,BLANCO,0.0142,,mg/L,31.4,0.0005,0.0065,0.0003,0.0006,0.0005
,BLANCO REACTIVO,0,,mg/L,12,-0.0032,0.0035,-0.0027,-0.0034,-0.0035
,SA000074-024,0.1019,,mg/L,1.4,0.0139,0.0061,0.0141,0.0138,0.0139
,SA000074-026,0.0689,,mg/L,4.4,0.0094,0.0064,0.009,0.0094,0.0098
,SA000074-027,0.0701,,mg/L,4.1,0.0048,0.0064,0.005,0.0047,0.0046
,SA000074-028,0.0953,,mg/L,6.3,0.0065,0.0062,0.0069,0.0066,0.0061
,SA000074-030,0.6176,,mg/L,1.5,0.0844,0.0063,0.0847,0.0855,0.083
,PATRON,0.503,,mg/L,2,0.016,0.0058,0.0164,0.0159,0.0158
,SA000074-031,0.1669,,mg/L,1.3,0.0228,0.0064,0.0225,0.0231,0.0228
,SA000074-032,0.1086,,mg/L,2.2,0.0148,0.0063,0.0152,0.0148,0.0145
,SA000076-029,0.1066,,mg/L,1.4,0.0146,0.006,0.0148,0.0146,0.0144
,SA000076-030,0.2647,,mg/L,0.8,0.0362,0.0064,0.0365,0.0361,0.0359
,SA000076-031,0.1414,,mg/L,1.3,0.0193,0.0062,0.0196,0.0191,0.0192
