Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,0.162
Columna #2,Cu 324.75,0.123
Columna #3,Cu 324.75,0.096
Columna #4,Cu 324.75,0.085
Columna #5,Cu 324.75,0.065
Comp. Cabeza Columna,Cu 324.75,0.173
Comp. Cola Columna,Cu 324.75,0.070
Barren,Cu 324.75,0.087
Cabeza puntual retorno,Cu 324.75,0.183
Celda # 11-A,Cu 324.75,0.043
Celda # 11-B,Cu 324.75,0.018
Celda # 11-C,Cu 324.75,0.134
Celda #5-9,Cu 324.75,1.826
Celda #(F1+F2),Cu 324.75,0.180
NE Tubo 1,Cu 324.75,0.039
NE Tubo 2,Cu 324.75,0.124
NE Tubo 4,Cu 324.75,0.087
NE Tubo 5,Cu 324.75,0.063
NE Tubo 6,Cu 324.75,0.114
NE Tubo 7,Cu 324.75,0.138
Puntual Noroeste,Cu 324.75,0.130
Tubo 3,Cu 324.75,0.313
Especial 1,Cu 324.75,0.063
Especial 2,Cu 324.75,0.032
Especial 3,Cu 324.75,0.048
Especial 4,Cu 324.75,0.068
Especial 5,Cu 324.75,0.093
