Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.274
Comp. Cola Columna,Cu 324.75,0.85
Barren,Cu 324.75,1.061
Cabeza puntual retorno,Cu 324.75,1.278
Celda # 11-A,Cu 324.75,0.062
Celda # 11-B,Cu 324.75,8.54
Celda # 11-C,Cu 324.75,1.432
Celda #5-9,Cu 324.75,0.056
Celda #(F1+F2),Cu 324.75,0.966
NE Tubo 1,Cu 324.75,10.98
NE Tubo 2,Cu 324.75,0.581
NE Tubo 4,Cu 324.75,2.327
NE Tubo 5,Cu 324.75,1.701
NE Tubo 6,Cu 324.75,0.277
NE Tubo 7,Cu 324.75,0.79
Puntual Noroeste,Cu 324.75,1.02
Tubo 3,Cu 324.75,0.208
Especial 1,Cu 324.75,0.059
Especial 2,Cu 324.75,0.026
Especial 3,Cu 324.75,0.087
Especial 4,Cu 324.75,0.088
Especial 5,Cu 324.75,1.075
Especial 6,Cu 324.75,1.243
