Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.035
Comp. Cola Columna,Cu 324.75,2.166
Barren,Cu 324.75,1.447
Cabeza puntual retorno,Cu 324.75,1.922
Celda # 11-A,Cu 324.75,0.159
Celda # 11-B,Cu 324.75,0.558
Celda # 11-C,Cu 324.75,0.042
Celda #5-9,Cu 324.75,2.789
Celda #(F1+F2),Cu 324.75,2.203
NE Tubo 1,Cu 324.75,0.077
NE Tubo 2,Cu 324.75,1.035
NE Tubo 4,Cu 324.75,0.086
NE Tubo 5,Cu 324.75,0.116
NE Tubo 6,Cu 324.75,0.628
NE Tubo 7,Cu 324.75,1.109
Puntual Noroeste,Cu 324.75,0.437
Barren Patios,Cu 324.75,1.838
Tubo 3,Cu 324.75,0.251
Especial 1,Cu 324.75,0.523
Especial 2,Cu 324.75,0.029
Especial 3,Cu 324.75,0.04
Especial 4,Cu 324.75,0.031
Especial 5,Cu 324.75,0.283
Especial 6,Cu 324.75,0.04
Columna #1,Cu 324.75,2.103
Columna #2,Cu 324.75,2.16
Columna #3,Cu 324.75,2.019
Columna #4,Cu 324.75,2.185
