Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.529
Comp. Cola Columna,Cu 324.75,0.569
Barren,Cu 324.75,0.491
Cabeza puntual retorno,Cu 324.75,0.543
Celda # 11-A,Cu 324.75,0.087
Celda # 11-B,Cu 324.75,0.040
Celda # 11-C,Cu 324.75,0.045
Celda # 6-F2,Cu 324.75,0.028
Celda #5-9,Cu 324.75,0.779
Celda #(F1+F2),Cu 324.75,0.594
NE Tubo 1,Cu 324.75,0.007
NE Tubo 2,Cu 324.75,0.034
NE Tubo 4,Cu 324.75,0.019
NE Tubo 5,Cu 324.75,0.021
NE Tubo 6,Cu 324.75,0.027
NE Tubo 7,Cu 324.75,0.058
Puntual Noroeste,Cu 324.75,0.577
Barren Patios,Cu 324.75,0.402
Tubo 3,Cu 324.75,1.803
Especial 1,Cu 324.75,0.021
Especial 2,Cu 324.75,0.028
Especial 3,Cu 324.75,0.057
Especial 4,Cu 324.75,1.033
Especial 5,Cu 324.75,0.049
