Sample ID,Analyte Name,Reported Conc (Samp)
L-198-B1,Fe,0.014
L-198-B2,Fe,0.013
L-198-B3,Fe,0.002
L-198-B1,Cd,0.023
L-198-B2,Cd,0.017
L-198-B3,Cd,0.016
L-198-B1,Pb,0.615
L-198-B2,Pb,0.741
L-198-B3,Pb,0.596
L-198-B1,Cu,4.96
L-198-B2,Cu,4.95
L-198-B3,Cu,4.856
L-198-B1,Zn,3.129
L-198-B2,Zn,3.074
L-198-B3,Zn,2.802
