Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,1.019
Columna #2,Cu 324.75,1.067
Columna #3,Cu 324.75,1.109
Columna #4,Cu 324.75,1.156
Columna #5,Cu 324.75,1.185
Comp. Cabeza Columna,Cu 324.75,1.090
Comp. Cola Columna,Cu 324.75,1.154
Barren,Cu 324.75,0.988
Cabeza puntual retorno,Cu 324.75,1.090
Celda # 11-A,Cu 324.75,0.158
Celda # 11-B,Cu 324.75,0.102
Celda # 11-C,Cu 324.75,0.612
Celda #5-9,Cu 324.75,7.738
Celda #(F1+F2),Cu 324.75,0.864
NE Tubo 1,Cu 324.75,0.102
NE Tubo 2,Cu 324.75,0.269
NE Tubo 4,Cu 324.75,1.029
NE Tubo 5,Cu 324.75,0.847
NE Tubo 6,Cu 324.75,0.812
NE Tubo 7,Cu 324.75,1.423
Puntual Noroeste,Cu 324.75,0.719
Barren Patios,Cu 324.75,0.872
Tubo 3,Cu 324.75,0.100
Especial 1,Cu 324.75,0.475
Especial 2,Cu 324.75,0.167
Especial 3,Cu 324.75,0.096
Especial 4,Cu 324.75,0.126
Especial 5,Cu 324.75,1.064
