Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.402
Comp. Cola Columna,Cu 324.75,2.37
Barren,Cu 324.75,2.473
Cabeza puntual retorno,Cu 324.75,2.457
Celda # 11-A,Cu 324.75,0.22
Celda # 11-B,Cu 324.75,0.122
Celda # 11-C,Cu 324.75,2.33
Celda # 6-F2,Cu 324.75,0.118
Celda #5-9,Cu 324.75,0.164
Celda #(F1+F2),Cu 324.75,2.856
NE Tubo 1,Cu 324.75,0.139
NE Tubo 2,Cu 324.75,0.121
NE Tubo 4,Cu 324.75,2.571
NE Tubo 5,Cu 324.75,1.096
NE Tubo 6,Cu 324.75,0.18
NE Tubo 7,Cu 324.75,5.415
Puntual Noroeste,Cu 324.75,2.773
Barren Patios,Cu 324.75,2.625
Tubo 3,Cu 324.75,3.321
Especial 1,Cu 324.75,0.201
Especial 2,Cu 324.75,0.129
Especial 3,Cu 324.75,0.222
Especial 4,Cu 324.75,0.295
Especial 5,Cu 324.75,0.151
Especial 6,Cu 324.75,0.131
Pileta Patio,Cu 324.75,0.381
