Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.753
Comp. Cola Columna,Cu 324.75,0.538
Barren,Cu 324.75,0.716
Cabeza puntual retorno,Cu 324.75,0.784
Celda # 11-A,Cu 324.75,0.081
Celda # 11-B,Cu 324.75,0.097
Celda # 11-C,Cu 324.75,0.054
Celda # 6-F2,Cu 324.75,0.567
Celda #5-9,Cu 324.75,0.208
Celda #(F1+F2),Cu 324.75,0.809
NE Tubo 1,Cu 324.75,0.828
NE Tubo 2,Cu 324.75,0.089
NE Tubo 4,Cu 324.75,0.727
NE Tubo 5,Cu 324.75,1.32
NE Tubo 6,Cu 324.75,2.786
NE Tubo 7,Cu 324.75,2.853
Barren Patios,Cu 324.75,0.541
Tubo 3,Cu 324.75,0.151
Especial 1,Cu 324.75,0.086
Especial 2,Cu 324.75,0.314
Especial 3,Cu 324.75,0.093
Especial 4,Cu 324.75,0.11
Especial 5,Cu 324.75,0.137
