Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,5.194
Comp. Cola Columna,Cu 324.75,4.177
Barren,Cu 324.75,5.607
Cabeza puntual retorno,Cu 324.75,5.431
Celda # 11-A,Cu 324.75,26.1
Celda # 11-B,Cu 324.75,3.454
Celda # 11-C,Cu 324.75,1.557
Celda # 6-F2,Cu 324.75,1.083
Celda #5-9,Cu 324.75,4.167
Celda #(F1+F2),Cu 324.75,2.619
NE Tubo 1,Cu 324.75,2.743
NE Tubo 2,Cu 324.75,1.971
NE Tubo 4,Cu 324.75,2.508
NE Tubo 5,Cu 324.75,1.946
NE Tubo 6,Cu 324.75,1.6
NE Tubo 7,Cu 324.75,1.718
Puntual Noroeste,Cu 324.75,4.091
Barren Patios,Cu 324.75,4.109
Tubo 3,Cu 324.75,7.616
Especial 1,Cu 324.75,1.798
Especial 2,Cu 324.75,1.462
Especial 3,Cu 324.75,6.132
Especial 4,Cu 324.75,2.088
Especial 5,Cu 324.75,1.296
Especial 6,Cu 324.75,1.456
