Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.17
Comp. Cola Columna,Cu 324.75,0.095
Barren,Cu 324.75,0.123
Cabeza puntual retorno,Cu 324.75,0.166
Columna #1,Cu 324.75,0.113
Columna #2,Cu 324.75,0.093
Columna #3,Cu 324.75,0.089
Columna #4,Cu 324.75,0.087
Columna #5,Cu 324.75,0.067
Celda # 11-A,Cu 324.75,0.037
Celda # 11-B,Cu 324.75,0.185
Celda # 11-C,Cu 324.75,0.041
Celda #5-9,Cu 324.75,0.025
Celda #(F1+F2),Cu 324.75,0.108
NE Tubo 1,Cu 324.75,0.243
NE Tubo 2,Cu 324.75,0.036
NE Tubo 4,Cu 324.75,0.016
NE Tubo 5,Cu 324.75,0.013
NE Tubo 6,Cu 324.75,0.013
NE Tubo 7,Cu 324.75,0.3
Puntual Noroeste,Cu 324.75,0.064
Barren Patios,Cu 324.75,0.079
Tubo 3,Cu 324.75,0.055
Especial 1,Cu 324.75,0.023
Especial 2,Cu 324.75,0.023
Especial 3,Cu 324.75,0.051
Especial 4,Cu 324.75,0.041
Especial 5,Cu 324.75,0.035
