Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.876
Comp. Cola Columna,Cu 324.75,1.981
Barren,Cu 324.75,1.891
Cabeza puntual retorno,Cu 324.75,1.903
Celda # 11-A,Cu 324.75,2.393
Celda # 11-B,Cu 324.75,1.159
Celda # 11-C,Cu 324.75,0.907
Celda # 6-F2,Cu 324.75,0.401
Celda #5-9,Cu 324.75,5.436
Celda #(F1+F2),Cu 324.75,1.955
NE Tubo 1,Cu 324.75,0.093
NE Tubo 2,Cu 324.75,0.304
NE Tubo 4,Cu 324.75,1.303
NE Tubo 5,Cu 324.75,1.112
NE Tubo 6,Cu 324.75,2.405
NE Tubo 7,Cu 324.75,5.912
Puntual Noroeste,Cu 324.75,2.057
Barren Patios,Cu 324.75,2.08
Tubo 3,Cu 324.75,1.331
Especial 1,Cu 324.75,0.698
Especial 2,Cu 324.75,0.106
Especial 3,Cu 324.75,0.109
Especial 4,Cu 324.75,0.164
Especial 5,Cu 324.75,0.12
Especial 6,Cu 324.75,0.079
