Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.105
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.009
Cabeza puntual retorno,Au 242.80,0.106
Celda # 11-A,Au 242.80,0.003
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.002
Celda #5-9,Au 242.80,0.039
Celda #(F1+F2),Au 242.80,0.105
NE Tubo 1,Au 242.80,0.036
NE Tubo 2,Au 242.80,0.186
NE Tubo 4,Au 242.80,0.127
NE Tubo 5,Au 242.80,0.114
NE Tubo 6,Au 242.80,0.03
NE Tubo 7,Au 242.80,0.04
Puntual Noroeste,Au 242.80,0.096
Barren Patios,Au 242.80,0.012
Tubo 3,Au 242.80,0.065
Especial 1,Au 242.80,0.056
Especial 2,Au 242.80,0.045
Especial 3,Au 242.80,0.002
Especial 4,Au 242.80,0.008
Especial 5,Au 242.80,0.049
Especial 6,Au 242.80,0.012
Columna #1,Au 242.80,0.06
Columna #2,Au 242.80,0.034
Columna #3,Au 242.80,0.019
Columna #4,Au 242.80,0.008
Columna #5,Au 242.80,0.003
