Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.081
Comp. Cola Columna,Au 242.80,0.004
Barren,Au 242.80,0.014
Cabeza puntual retorno,Au 242.80,0.08
Columna #1,Au 242.80,0.059
Columna #2,Au 242.80,0.042
Columna #3,Au 242.80,0.032
Columna #4,Au 242.80,0.028
Columna #5,Au 242.80,0.013
Celda # 11-A,Au 242.80,0.064
Celda # 11-B,Au 242.80,0.001
Celda # 11-C,Au 242.80,0.025
Celda #5-9,Au 242.80,0.102
Celda #(F1+F2),Au 242.80,0.069
NE Tubo 1,Au 242.80,0.015
NE Tubo 2,Au 242.80,0.072
NE Tubo 4,Au 242.80,0.086
NE Tubo 5,Au 242.80,0.056
NE Tubo 6,Au 242.80,0.03
NE Tubo 7,Au 242.80,0.042
Puntual Noroeste,Au 242.80,0.068
Barren Patios,Au 242.80,0.01
Tubo 3,Au 242.80,0.033
Especial 1,Au 242.80,0.31
Especial 2,Au 242.80,0.194
Especial 3,Au 242.80,0.065
Especial 4,Au 242.80,0.169
Especial 5,Au 242.80,0.174
