Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.294
Cabeza puntual retorno,Cu 324.75,1.279
Celda #(F1+F2),Cu 324.75,1.169
Puntual Noroeste,Cu 324.75,1.064
Tubo 3,Cu 324.75,1.324
Comp. Cola Columna,Cu 324.75,1.246
Barren,Cu 324.75,1.392
Celda # 11-A,Cu 324.75,1.944
Celda # 11-B,Cu 324.75,0.067
Celda # 11-C,Cu 324.75,0.125
Celda # 6-F2,Cu 324.75,0.410
Celda #5-9,Cu 324.75,1.774
NE Tubo 1,Cu 324.75,0.009
NE Tubo 2,Cu 324.75,0.111
NE Tubo 4,Cu 324.75,0.087
NE Tubo 5,Cu 324.75,0.120
NE Tubo 6,Cu 324.75,0.062
NE Tubo 7,Cu 324.75,0.884
Barren Patios,Cu 324.75,1.298
Especial 1,Cu 324.75,0.881
Especial 2,Cu 324.75,0.333
Especial 3,Cu 324.75,0.065
Especial 4,Cu 324.75,0.074
Especial 5,Cu 324.75,0.384
