Sample ID,Analyte Name,Reported Conc (Samp)
96,Au 242.80,0.013
97,Au 242.80,0.03
98,Au 242.80,0.004
99,Au 242.80,0.01
1,Au 242.80,0.008
2,Au 242.80,0.007
3,Au 242.80,0.006
4,Au 242.80,0.01
5,Au 242.80,0.012
6,Au 242.80,0.007
