Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.296
Cabeza puntual retorno,Cu 324.75,0.256
Celda #(F1+F2),Cu 324.75,0.253
Puntual Noroeste,Cu 324.75,0.269
Tubo 3,Cu 324.75,0.127
NE Tubo 2,Cu 324.75,0.065
NE Tubo 4,Cu 324.75,0.206
Especial 1,Cu 324.75,0.043
Especial 2,Cu 324.75,0.041
Especial 3,Cu 324.75,0.073
Especial 4,Cu 324.75,0.152
Especial 5,Cu 324.75,0.064
Columna #1,Cu 324.75,0.275
Columna #2,Cu 324.75,0.29
Columna #3,Cu 324.75,0.293
Columna #4,Cu 324.75,0.314
Columna #5,Cu 324.75,0.314
Comp. Cola Columna,Cu 324.75,0.367
Barren,Cu 324.75,0.341
Barren Patios,Cu 324.75,0.35
NE Tubo 1,Cu 324.75,0.064
NE Tubo 5,Cu 324.75,0.213
NE Tubo 6,Cu 324.75,0.109
NE Tubo 7,Cu 324.75,0.852
Celda # 11-A,Cu 324.75,0.225
Celda # 11-B,Cu 324.75,0.224
Celda # 11-C,Cu 324.75,0.129
Celda #5-9,Cu 324.75,0.084
