Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,4.751
Comp. Cola Columna,Cu 324.75,4.594
Barren,Cu 324.75,4.376
Cabeza puntual retorno,Cu 324.75,4.170
Celda # 11-A,Cu 324.75,1.305
Celda # 11-B,Cu 324.75,0.360
Celda # 11-C,Cu 324.75,1.484
Celda # 6-F2,Cu 324.75,0.024
Celda #5-9,Cu 324.75,1.678
Celda #(F1+F2),Cu 324.75,5.455
NE Tubo 1,Cu 324.75,0.030
NE Tubo 2,Cu 324.75,0.071
NE Tubo 4,Cu 324.75,0.837
NE Tubo 5,Cu 324.75,10.21
NE Tubo 6,Cu 324.75,3.031
NE Tubo 7,Cu 324.75,17.24
Puntual Noroeste,Cu 324.75,5.485
Barren Patios,Cu 324.75,4.539
Tubo 3,Cu 324.75,4.814
Especial 1,Cu 324.75,0.113
Especial 2,Cu 324.75,0.046
Especial 3,Cu 324.75,0.263
Especial 4,Cu 324.75,1.248
Especial 5,Cu 324.75,0.411
