Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.183
Comp. Cola Columna,Au 242.80,0.022
Barren,Au 242.80,0.029
Cabeza puntual retorno,Au 242.80,0.186
Columna #1,Au 242.80,0.13
Columna #2,Au 242.80,0.116
Columna #3,Au 242.80,0.089
Columna #4,Au 242.80,0.061
Columna #5,Au 242.80,0.024
Celda # 11-A,Au 242.80,0.127
Celda # 11-B,Au 242.80,0.177
Celda # 11-C,Au 242.80,0.104
Celda #5-9,Au 242.80,0.002
Celda #(F1+F2),Au 242.80,0.173
NE Tubo 1,Au 242.80,0.119
NE Tubo 2,Au 242.80,0.099
NE Tubo 4,Au 242.80,0.225
NE Tubo 5,Au 242.80,0.235
NE Tubo 6,Au 242.80,0.105
NE Tubo 7,Au 242.80,0.215
Puntual Noroeste,Au 242.80,0.173
Barren Patios,Au 242.80,0.031
Tubo 3,Au 242.80,0.176
Especial 1,Au 242.80,0.071
Especial 2,Au 242.80,0.042
Especial 3,Au 242.80,0.036
Especial 4,Au 242.80,0.032
Especial 5,Au 242.80,0.036
