Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.887
Cabeza puntual retorno,Cu 324.75,0.853
Celda #(F1+F2),Cu 324.75,0.937
Puntual Noroeste,Cu 324.75,1.032
Tubo 3,Cu 324.75,2.369
Comp. Cola Columna,Cu 324.75,0.992
Barren,Cu 324.75,1.344
Celda # 11-A,Cu 324.75,0.234
Celda # 11-B,Cu 324.75,0.121
Celda # 11-C,Cu 324.75,0.24
Celda # 6-F2,Cu 324.75,1.207
Celda #5-9,Cu 324.75,0.366
NE Tubo 1,Cu 324.75,0.103
NE Tubo 2,Cu 324.75,0.271
NE Tubo 4,Cu 324.75,0.719
NE Tubo 5,Cu 324.75,0.123
NE Tubo 6,Cu 324.75,0.151
NE Tubo 7,Cu 324.75,0.866
Barren Patios,Cu 324.75,1.209
Especial 1,Cu 324.75,0.123
Especial 2,Cu 324.75,0.12
Especial 3,Cu 324.75,1.374
Especial 4,Cu 324.75,1.826
Especial 5,Cu 324.75,0.165
