Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.332
Cabeza puntual retorno,Cu 324.75,0.318
Celda #(F1+F2),Cu 324.75,0.38
Puntual Noroeste,Cu 324.75,0.378
Tubo 3,Cu 324.75,0.688
NE Tubo 2,Cu 324.75,0.06
NE Tubo 4,Cu 324.75,0.045
Especial 1,Cu 324.75,0.055
Especial 2,Cu 324.75,0.048
Especial 3,Cu 324.75,0.14
Especial 4,Cu 324.75,0.134
Especial 5,Cu 324.75,0.086
Comp. Cola Columna,Cu 324.75,0.445
Barren,Cu 324.75,0.338
Barren Patios,Cu 324.75,0.308
NE Tubo 1,Cu 324.75,0.049
NE Tubo 5,Cu 324.75,0.052
NE Tubo 6,Cu 324.75,0.064
NE Tubo 7,Cu 324.75,0.316
Celda # 11-A,Cu 324.75,0.121
Celda # 11-B,Cu 324.75,0.09
Celda # 11-C,Cu 324.75,0.111
Celda # 6-F2,Cu 324.75,0.592
Celda #5-9,Cu 324.75,0.632
