Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.418
Comp. Cola Columna,Cu 324.75,0.39
Barren,Cu 324.75,0.591
Cabeza puntual retorno,Cu 324.75,0.439
Celda # 11-A,Cu 324.75,0.334
Celda # 11-B,Cu 324.75,0.155
Celda # 11-C,Cu 324.75,0.103
Celda #5-9,Cu 324.75,0.07
Celda #(F1+F2),Cu 324.75,0.443
NE Tubo 1,Cu 324.75,0.033
NE Tubo 2,Cu 324.75,0.151
NE Tubo 4,Cu 324.75,0.068
NE Tubo 5,Cu 324.75,0.093
NE Tubo 6,Cu 324.75,0.145
NE Tubo 7,Cu 324.75,0.293
Puntual Noroeste,Cu 324.75,0.32
Barren Patios,Cu 324.75,0.505
Tubo 3,Cu 324.75,0.639
Especial 1,Cu 324.75,0.133
Especial 2,Cu 324.75,0.087
Especial 3,Cu 324.75,0.227
Especial 4,Cu 324.75,0.502
Especial 5,Cu 324.75,0.076
Columna #1,Cu 324.75,0.347
Columna #2,Cu 324.75,0.331
Columna #3,Cu 324.75,0.31
Columna #4,Cu 324.75,0.334
Columna #5,Cu 324.75,0.338
