"Analyst",""
"Date Started","5/26/2023 1:21 PM  GMT: 5/26/2023 8:21 PM"
"Worksheet","LC000330-RE_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"5/26/2023","1:33:06 PM","PATRON",0.8872,"","mg/L"
"5/26/2023","1:33:32 PM","BLANCO",0.0078,"","mg/L"
"5/26/2023","1:33:46 PM","REAGENT BLANK",0.0000,"","mg/L"
"5/26/2023","1:34:10 PM","LC000326-002",0.3412,"","mg/L"
"5/26/2023","1:36:10 PM","LC000326-004","OVER","R","mg/L"
"5/26/2023","1:36:26 PM","LC000326-005",0.3422,"","mg/L"
"5/26/2023","1:37:10 PM","LC000326-006",0.0194,"","mg/L"
"5/26/2023","1:37:22 PM","LC000326-007",0.0606,"","mg/L"
"5/26/2023","1:37:34 PM","LC000326-008",0.1012,"","mg/L"
"5/26/2023","1:37:50 PM","PATRON",0.9061,"","mg/L"
"5/26/2023","1:38:10 PM","LC000326-009",0.0767,"","mg/L"
"5/26/2023","2:05:18 PM","PATRON",0.8767,"","mg/L"
"5/26/2023","2:05:18 PM","BLANCO","","","mg/L"

"Method: Au ALTA (Flame)"


"5/26/2023","2:19:36 PM","LC000326-004",2.3127,"","mg/L"
"5/26/2023","2:19:36 PM","BLANCO","","","mg/L"
