Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.538
Cabeza puntual retorno,Ag 328.07,0.53
Celda #(F1+F2),Ag 328.07,0.551
Puntual Noroeste,Ag 328.07,0.734
Tubo 3,Ag 328.07,0.693
NE Tubo 2,Ag 328.07,0.032
NE Tubo 4,Ag 328.07,1.272
Especial 1,Ag 328.07,0.065
Especial 2,Ag 328.07,0.304
Especial 3,Ag 328.07,0.029
Especial 4,Ag 328.07,0.052
Especial 5,Ag 328.07,0.151
Columna #1,Ag 328.07,0.406
Columna #2,Ag 328.07,0.345
Columna #3,Ag 328.07,0.294
Columna #4,Ag 328.07,0.225
Columna #5,Ag 328.07,0.26
Comp. Cola Columna,Ag 328.07,0.276
Barren,Ag 328.07,0.255
Barren Patios,Ag 328.07,0.374
NE Tubo 1,Ag 328.07,0.375
NE Tubo 5,Ag 328.07,0.948
NE Tubo 6,Ag 328.07,1.312
NE Tubo 7,Ag 328.07,0.76
Celda # 11-A,Ag 328.07,0.025
Celda # 11-B,Ag 328.07,0.022
Celda # 11-C,Ag 328.07,0.017
Celda #5-9,Ag 328.07,0.178
