Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.53
Comp. Cola Columna,Ag 328.07,0.288
Barren,Ag 328.07,0.351
Cabeza puntual retorno,Ag 328.07,0.537
Columna #1,Ag 328.07,0.509
Columna #2,Ag 328.07,0.498
Columna #3,Ag 328.07,0.459
Columna #4,Ag 328.07,0.414
Columna #5,Ag 328.07,0.327
Celda # 11-A,Ag 328.07,0.019
Celda # 11-B,Ag 328.07,0.045
Celda # 11-C,Ag 328.07,0.018
Celda #5-9,Ag 328.07,0.042
Celda #(F1+F2),Ag 328.07,0.489
NE Tubo 1,Ag 328.07,0.738
NE Tubo 2,Ag 328.07,0.063
NE Tubo 4,Ag 328.07,0.677
NE Tubo 5,Ag 328.07,0.049
NE Tubo 6,Ag 328.07,0.02
NE Tubo 7,Ag 328.07,0.794
Puntual Noroeste,Ag 328.07,0.608
Barren Patios,Ag 328.07,0.286
Tubo 3,Ag 328.07,0.755
Especial 1,Ag 328.07,0.027
Especial 2,Ag 328.07,0.079
Especial 3,Ag 328.07,0.023
Especial 4,Ag 328.07,0.032
Especial 5,Ag 328.07,0.043
