"Analyst",""
"Date Started","6/6/2023 2:10 AM  GMT: 6/6/2023 9:10 AM"
"Worksheet","LC000414_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"6/6/2023","2:53:50 AM","PATRON",0.9218,"","mg/L"
"6/6/2023","2:54:16 AM","BLANCO",0.0100,"","mg/L"
"6/6/2023","2:54:24 AM","REAGENT BLANK",0.0000,"","mg/L"
"6/6/2023","2:54:38 AM","LC000414-001",0.0367,"","mg/L"
"6/6/2023","2:54:54 AM","LC000414-002",0.0001,"","mg/L"
"6/6/2023","2:55:06 AM","LC000414-003","OVER","R","mg/L"
"6/6/2023","2:55:40 AM","LC000414-004",0.2028,"","mg/L"
"6/6/2023","2:55:54 AM","LC000414-005",0.2141,"","mg/L"
"6/6/2023","2:56:08 AM","LC000414-006",0.0588,"","mg/L"
"6/6/2023","2:57:38 AM","PATRON",0.9086,"","mg/L"
"6/6/2023","2:58:26 AM","LC000414-007",0.4502,"","mg/L"
"6/6/2023","2:58:40 AM","PATRON",0.9221,"","mg/L"
"6/6/2023","2:58:54 AM","BLANCO",0.0028,"","mg/L"
"6/6/2023","2:59:04 AM","REAGENT BLANK",0.0000,"","mg/L"
"6/6/2023","2:59:04 AM","14","","","mg/L"

"Method: Au ALTA (Flame)"


"6/6/2023","3:01:24 AM","LC000414-003",2.1447,"","mg/L"
"6/6/2023","3:01:24 AM","14","","","mg/L"
