Sample ID,Analyte Name,Reported Conc (Calib)
Especial 6,Cu 324.75,0.263
Pileta Patio,Cu 324.75,0.576
Comp. Cabeza Columna,Cu 324.75,6.316
Comp. Cola Columna,Cu 324.75,6.186
Barren,Cu 324.75,6.637
Cabeza puntual retorno,Cu 324.75,6.196
Celda # 11-A,Cu 324.75,3.68
Celda # 11-B,Cu 324.75,0.168
Celda # 11-C,Cu 324.75,0.745
Celda # 6-F2,Cu 324.75,0.056
Celda #5-9,Cu 324.75,0.663
Celda #(F1+F2),Cu 324.75,6.371
NE Tubo 1,Cu 324.75,0.113
NE Tubo 2,Cu 324.75,0.078
NE Tubo 4,Cu 324.75,1.219
NE Tubo 5,Cu 324.75,5.068
NE Tubo 6,Cu 324.75,0.483
NE Tubo 7,Cu 324.75,19.66
Puntual Noroeste,Cu 324.75,5.979
Barren Patios,Cu 324.75,5.867
Tubo 3,Cu 324.75,3.564
Especial 1,Cu 324.75,0.116
Especial 2,Cu 324.75,0.057
Especial 3,Cu 324.75,0.214
Especial 4,Cu 324.75,1.165
Especial 5,Cu 324.75,0.061
