Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Au 242.80,0.109
Columna #2,Au 242.80,0.077
Columna #3,Au 242.80,0.036
Columna #4,Au 242.80,0.023
Columna #5,Au 242.80,0.011
Comp. Cabeza Columna,Au 242.80,0.148
Cabeza puntual retorno,Au 242.80,0.147
Celda #5-9,Au 242.80,0.092
Celda #(F1+F2),Au 242.80,0.164
NE Tubo 2,Au 242.80,0.096
NE Tubo 4,Au 242.80,0.088
NE Tubo 5,Au 242.80,0.239
NE Tubo 6,Au 242.80,0.095
NE Tubo 7,Au 242.80,0.263
Puntual Noroeste,Au 242.80,0.165
Tubo 3,Au 242.80,0.095
Especial 1,Au 242.80,0.038
Especial 2,Au 242.80,0.057
Especial 3,Au 242.80,0.042
Especial 4,Au 242.80,0.075
Especial 5,Au 242.80,0.07
Comp. Cola Columna,Au 242.80,0.012
Barren,Au 242.80,0.009
Celda # 11-A,Au 242.80,0.02
Celda # 11-B,Au 242.80,0.009
Celda # 11-C,Au 242.80,0.004
NE Tubo 1,Au 242.80,0.001
Barren Patios,Au 242.80,0.01
