Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.551
Cabeza puntual retorno,Cu 324.75,0.569
Celda #(F1+F2),Cu 324.75,0.621
Puntual Noroeste,Cu 324.75,0.271
Tubo 3,Cu 324.75,0.220
Comp. Cola Columna,Cu 324.75,0.598
Barren,Cu 324.75,0.685
Celda # 11-A,Cu 324.75,0.185
Celda # 11-B,Cu 324.75,0.190
Celda # 11-C,Cu 324.75,0.142
Celda # 6-F2,Cu 324.75,0.508
Celda #5-9,Cu 324.75,0.410
NE Tubo 1,Cu 324.75,0.122
NE Tubo 2,Cu 324.75,1.896
NE Tubo 4,Cu 324.75,0.133
NE Tubo 5,Cu 324.75,0.126
NE Tubo 6,Cu 324.75,0.131
NE Tubo 7,Cu 324.75,0.271
Barren Patios,Cu 324.75,0.630
Especial 1,Cu 324.75,0.161
Especial 2,Cu 324.75,0.150
Especial 3,Cu 324.75,0.197
Especial 4,Cu 324.75,0.203
Especial 5,Cu 324.75,0.174
