Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.725
Comp. Cola Columna,Cu 324.75,1.704
Barren,Cu 324.75,1.783
Cabeza puntual retorno,Cu 324.75,1.603
Columna #1,Cu 324.75,1.569
Columna #2,Cu 324.75,1.502
Columna #3,Cu 324.75,1.55
Columna #4,Cu 324.75,1.509
Columna #5,Cu 324.75,1.517
Celda # 11-A,Cu 324.75,0.752
Celda # 11-B,Cu 324.75,0.121
Celda # 11-C,Cu 324.75,0.063
Celda #5-9,Cu 324.75,2.034
Celda #(F1+F2),Cu 324.75,1.971
NE Tubo 1,Cu 324.75,0.043
NE Tubo 2,Cu 324.75,0.1
NE Tubo 4,Cu 324.75,0.608
NE Tubo 5,Cu 324.75,1.071
NE Tubo 6,Cu 324.75,3.969
NE Tubo 7,Cu 324.75,4.692
Puntual Noroeste,Cu 324.75,1.951
Tubo 3,Cu 324.75,2.999
Especial 1,Cu 324.75,0.661
Especial 2,Cu 324.75,0.097
Especial 3,Cu 324.75,0.106
Especial 4,Cu 324.75,0.261
Especial 5,Cu 324.75,0.278
Especial 6,Cu 324.75,0.011
