Analista,,,,,,,,,
Fecha de inicio,14/02/2023 16:22,,,,,,,,
Hoja de trabajo,Sa000364_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag VHAAAG (Llama),,,,,,,,,
,,,,,,,,,
Ag,PATRON,1.0046,,mg/L,0.5,0.1205,0.1209,0.1209,0.1198
Ag,BLANCO,0.0006,,mg/L,>100,0.0001,0.0002,0.0001,-0.0001
Ag,BLANCO REACTIVO,0,,mg/L,>100,0,0.0001,0.0001,-0.0003
Ag,SA000364-001,4.7606,,mg/L,0.9,0.0239,0.024,0.0241,0.0237
Ag,SA000364-002,3.645,,mg/L,1.7,0.0183,0.0185,0.0185,0.018
Ag,SA000364-003,1.977,,mg/L,2.6,0.0097,0.0095,0.0096,0.01
Ag,SA000364-004,2.9381,,mg/L,1.1,0.0143,0.0145,0.0142,0.0143
Ag,SA000364-005,15.631,,mg/L,0.2,0.0762,0.0764,0.0761,0.0762
Ag,PATRON,1.0065,,mg/L,0.2,0.1208,0.121,0.1209,0.1204
Ag,SA000364-006,2.7716,,mg/L,1.8,0.0136,0.0137,0.0133,0.0138
Ag,SA000364-007,2.5904,,mg/L,1.5,0.0129,0.0128,0.0128,0.0131
Ag,SA000364-008,2.7164,,mg/L,0.6,0.0131,0.0131,0.013,0.0132
Ag,SA000364-009,1.8547,,mg/L,3.8,0.0091,0.0092,0.0087,0.0094
Ag,SA000364-010,1.8212,,mg/L,0.5,0.009,0.009,0.009,0.0089
Ag,PATRON,0.9991,,mg/L,0.5,0.1199,0.1196,0.1194,0.1206
Ag,BLANCO,0.0001,,mg/L,>100,0,-0.0002,-0.0001,0.0003
Ag,BLANCO REACTIVO,0,,mg/L,>100,-0.0001,-0.0003,0.0001,-0.0002
Ag,SA000364-011,1.975,,mg/L,1.2,0.0097,0.0096,0.0098,0.0096
Ag,SA000364-012,1.9206,,mg/L,1.6,0.0095,0.0094,0.0094,0.0097
Ag,SA000364-013,2.0792,,mg/L,1.7,0.0101,0.0102,0.0099,0.0101
Ag,SA000364-014,2.5323,,mg/L,1,0.0125,0.0125,0.0126,0.0123
Ag,SA000364-015,2.7908,,mg/L,2.5,0.0136,0.0139,0.0133,0.0138
Ag,PATRON,1.0016,,mg/L,0.2,0.1202,0.1203,0.1203,0.1199
Ag,SA000364-016,2.5643,,mg/L,0.8,0.0127,0.0127,0.0126,0.0128
Ag,SA000364-017,2.4456,,mg/L,3.5,0.0118,0.0122,0.0119,0.0114
Ag,SA000364-018,-0.0429,,mg/L,>100,-0.0002,-0.0001,0,-0.0005
Ag,SA000364-019,2.382,,mg/L,1.3,0.0118,0.0117,0.012,0.0116
Ag,SA000364-020,1.8159,,mg/L,1.6,0.0089,0.0091,0.0088,0.0089
Ag,PATRON,1.0084,,mg/L,0.1,0.121,0.1209,0.121,0.1211
Ag,BLANCO,0,,mg/L,>100,0,-0.0001,0.0002,-0.0001
Ag,BLANCO REACTIVO,0,,mg/L,44.7,-0.0002,-0.0003,-0.0003,-0.0001
Ag,SA000364-021,2.6603,,mg/L,1.4,0.0135,0.0134,0.0137,0.0133
Ag,SA000364-022,3.2401,,mg/L,1.5,0.0164,0.0162,0.0162,0.0167
Ag,SA000364-023,0.1832,,mg/L,27.3,0.0009,0.0006,0.0011,0.001
Ag,SA000364-024,2.8245,,mg/L,1.8,0.014,0.0138,0.0141,0.0142
Ag,SA000364-025,2.4409,,mg/L,1.4,0.0118,0.0119,0.0116,0.0119
Ag,PATRON,1.0039,,mg/L,0.5,0.1205,0.1202,0.12,0.1212
Ag,SA000364-026,3.0955,,mg/L,1.2,0.0151,0.0151,0.0152,0.0149
Ag,SA000364-027,1.4319,,mg/L,3.5,0.0069,0.0067,0.0071,0.007
Ag,SA000364-028,1.4616,,mg/L,1.1,0.0073,0.0073,0.0073,0.0074
Ag,SA000364-029,2.9873,,mg/L,1.6,0.0147,0.0145,0.0146,0.0149
Ag,SA000364-030,3.0002,,mg/L,1.4,0.015,0.0148,0.0151,0.0152
Ag,PATRON,1.0028,,mg/L,0.6,0.1203,0.1211,0.1197,0.1202
Ag,BLANCO,0.0014,,mg/L,>100,0.0002,0.0005,0.0001,-0.0001
Ag,BLANCO REACTIVO,0,,mg/L,20.3,-0.0005,-0.0005,-0.0004,-0.0005
Ag,SA000364-031,3.7781,,mg/L,0.6,0.0186,0.0185,0.0187,0.0185
Ag,SA000364-032,3.723,,mg/L,3.1,0.018,0.0185,0.0174,0.0181
Ag,PATRON,1.0052,,mg/L,0.2,0.1206,0.1205,0.1204,0.1209
Ag,BLANCO,0.0039,,mg/L,80.3,0.0005,0.0009,0.0001,0.0004
Ag,BLANCO REACTIVO,0,,mg/L,70.7,-0.0003,-0.0001,-0.0005,-0.0004
