Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.178
Comp. Cola Columna,Au 242.80,0.036
Barren,Au 242.80,0.031
Cabeza puntual retorno,Au 242.80,0.185
Celda # 11-A,Au 242.80,0.189
Celda # 11-B,Au 242.80,0.202
Celda # 11-C,Au 242.80,0.21
Celda #5-9,Au 242.80,0.015
Celda #(F1+F2),Au 242.80,0.168
NE Tubo 1,Au 242.80,0.122
NE Tubo 2,Au 242.80,0.106
NE Tubo 4,Au 242.80,0.2
NE Tubo 5,Au 242.80,0.203
NE Tubo 6,Au 242.80,0.109
NE Tubo 7,Au 242.80,0.258
Puntual Noroeste,Au 242.80,0.174
Tubo 3,Au 242.80,0.146
Especial 1,Au 242.80,0.048
Especial 2,Au 242.80,0.02
Especial 3,Au 242.80,0.018
Especial 4,Au 242.80,0.008
Especial 5,Au 242.80,0.01
Sample029,Au 242.80,0.005
Columna #1,Au 242.80,0.12
Columna #2,Au 242.80,0.092
Columna #3,Au 242.80,0.069
Columna #4,Au 242.80,0.039
Columna #5,Au 242.80,0.025
