Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.516
Cabeza puntual retorno,Cu 324.75,0.508
Celda #(F1+F2),Cu 324.75,0.660
Puntual Noroeste,Cu 324.75,0.678
Tubo 3,Cu 324.75,0.786
Comp. Cola Columna,Cu 324.75,0.532
Barren,Cu 324.75,0.676
Celda # 11-A,Cu 324.75,0.158
Celda # 11-B,Cu 324.75,0.092
Celda # 11-C,Cu 324.75,0.076
Celda # 6-F2,Cu 324.75,0.048
Celda #5-9,Cu 324.75,0.334
NE Tubo 1,Cu 324.75,0.047
NE Tubo 2,Cu 324.75,0.142
NE Tubo 4,Cu 324.75,0.066
NE Tubo 5,Cu 324.75,0.044
NE Tubo 6,Cu 324.75,1.102
NE Tubo 7,Cu 324.75,3.588
Barren Patios,Cu 324.75,0.687
Especial 1,Cu 324.75,0.135
Especial 2,Cu 324.75,0.060
Especial 3,Cu 324.75,0.171
Especial 4,Cu 324.75,0.212
Especial 5,Cu 324.75,0.110
