Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.218
Comp. Cola Columna,Cu 324.75,0.803
Barren,Cu 324.75,0.893
Cabeza puntual retorno,Cu 324.75,1.241
Celda # 11-A,Cu 324.75,5.285
Celda # 11-B,Cu 324.75,0.486
Celda # 11-C,Cu 324.75,0.317
Celda # 6-F2,Cu 324.75,0.252
Celda #5-9,Cu 324.75,0.141
Celda #(F1+F2),Cu 324.75,1.153
NE Tubo 1,Cu 324.75,0.139
NE Tubo 2,Cu 324.75,1.064
NE Tubo 4,Cu 324.75,0.392
NE Tubo 5,Cu 324.75,0.68
NE Tubo 6,Cu 324.75,0.546
NE Tubo 7,Cu 324.75,1.064
Puntual Noroeste,Cu 324.75,1.163
Barren Patios,Cu 324.75,1.096
Tubo 3,Cu 324.75,2.296
Especial 1,Cu 324.75,0.379
Especial 2,Cu 324.75,0.16
Especial 3,Cu 324.75,4.856
Especial 4,Cu 324.75,3.641
Especial 5,Cu 324.75,0.194
