Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.395
Comp. Cola Columna,Cu 324.75,1.097
Barren,Cu 324.75,0.995
Cabeza puntual retorno,Cu 324.75,1.313
Celda # 11-A,Cu 324.75,8.173
Celda # 11-B,Cu 324.75,0.846
Celda # 11-C,Cu 324.75,1.024
Celda # 6-F2,Cu 324.75,0.205
Celda #5-9,Cu 324.75,0.668
Celda #(F1+F2),Cu 324.75,1.104
NE Tubo 1,Cu 324.75,0.056
NE Tubo 2,Cu 324.75,1.006
NE Tubo 4,Cu 324.75,2.686
NE Tubo 5,Cu 324.75,1.135
NE Tubo 6,Cu 324.75,0.563
NE Tubo 7,Cu 324.75,0.712
Puntual Noroeste,Cu 324.75,1.165
Barren Patios,Cu 324.75,2.508
Tubo 3,Cu 324.75,0.433
Especial 1,Cu 324.75,0.335
Especial 2,Cu 324.75,0.112
Especial 3,Cu 324.75,0.207
Especial 4,Cu 324.75,0.348
Especial 5,Cu 324.75,1.675
Especial 6,Cu 324.75,3.228
