Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.279
Cabeza puntual retorno,Cu 324.75,0.820
Celda #(F1+F2),Cu 324.75,0.945
Puntual Noroeste,Cu 324.75,1.317
Tubo 3,Cu 324.75,0.015
Comp. Cola Columna,Cu 324.75,1.831
Barren,Cu 324.75,1.765
Celda # 11-A,Cu 324.75,0.033
Celda # 11-B,Cu 324.75,0.032
Celda # 11-C,Cu 324.75,0.594
Celda # 6-F2,Cu 324.75,0.343
Celda #5-9,Cu 324.75,7.627
NE Tubo 1,Cu 324.75,0.251
NE Tubo 2,Cu 324.75,0.020
NE Tubo 4,Cu 324.75,0.847
NE Tubo 5,Cu 324.75,2.694
NE Tubo 6,Cu 324.75,4.209
NE Tubo 7,Cu 324.75,3.285
Barren Patios,Cu 324.75,1.548
Especial 1,Cu 324.75,0.064
Especial 2,Cu 324.75,0.095
Especial 4,Cu 324.75,0.137
Especial 5,Cu 324.75,1.510
