Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.979
Cabeza puntual retorno,Cu 324.75,0.992
Celda #(F1+F2),Cu 324.75,1.112
Puntual Noroeste,Cu 324.75,1.207
Tubo 3,Cu 324.75,1.943
Comp. Cola Columna,Cu 324.75,1.009
Barren,Cu 324.75,1.120
Celda # 11-A,Cu 324.75,0.445
Celda # 11-B,Cu 324.75,0.146
Celda # 11-C,Cu 324.75,1.208
Celda # 6-F2,Cu 324.75,1.028
Celda #5-9,Cu 324.75,0.432
NE Tubo 1,Cu 324.75,0.107
NE Tubo 2,Cu 324.75,0.199
NE Tubo 4,Cu 324.75,2.297
NE Tubo 6,Cu 324.75,0.285
NE Tubo 7,Cu 324.75,0.582
Barren Patios,Cu 324.75,0.979
Especial 1,Cu 324.75,0.112
Especial 2,Cu 324.75,0.105
Especial 3,Cu 324.75,0.186
Especial 4,Cu 324.75,0.245
Especial 5,Cu 324.75,0.114
