Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.124
Comp. Cola Columna,Au 242.80,0.013
Barren,Au 242.80,0.017
Cabeza puntual retorno,Au 242.80,0.124
Celda # 11-A,Au 242.80,0.081
Celda # 11-B,Au 242.80,0.007
Celda # 11-C,Au 242.80,0.006
Celda #5-9,Au 242.80,0.02
Celda #(F1+F2),Au 242.80,0.133
NE Tubo 1,Au 242.80,0.008
NE Tubo 2,Au 242.80,0.148
NE Tubo 4,Au 242.80,0.098
NE Tubo 5,Au 242.80,0.082
NE Tubo 6,Au 242.80,0.159
NE Tubo 7,Au 242.80,0.054
Puntual Noroeste,Au 242.80,0.135
Barren Patios,Au 242.80,0.015
Tubo 3,Au 242.80,0.199
Especial 1,Au 242.80,0.013
Especial 2,Au 242.80,0.062
Especial 3,Au 242.80,0.089
Especial 4,Au 242.80,0.064
Especial 5,Au 242.80,0.046
Columna #1,Au 242.80,0.081
Columna #2,Au 242.80,0.072
Columna #3,Au 242.80,0.033
Columna #4,Au 242.80,0.023
Columna #5,Au 242.80,0.013
