1,PATRON,,1,1,1,1,1
2,BLANCO,,1,1,1,1,1
3,BLANCO REACTIVO,,1,1,1,1,1
4,SA000002-043,0.113,30,7,1,1,1
5,SA000002-044,0.043,30,7,1,1,1
6,SA000002-045,0.829,30,7,1,1,1
7,SA000002-046,0.759,,,,,
8,SA000002-047,0.742,30,7,1,1,1
9,SA000002-048,0.499,30,7,1,1,1
10,SA000002-049,0.076,30,7,1,1,1
11,SA000002-061,0.614,30,7,1,1,1
12,SA000002-062,0.066,30,7,1,1,1
13,SA000002-063,0.017,30,7,1,1,1
16,PATRON,,1,1,1,1,1
17,BLANCO,,1,1,1,1,1
18,BLANCO REACTIVO,,1,1,1,1,1
14,SA000002-064,0.543,,,,,
15,SA000002-065,0.021,30,7,1,1,1
17,SA000002-067,0.324,30,7,1,1,1
18,SA000002-068,0.281,30,7,1,1,1
19,SA000002-093,0.004,30,7,1,1,1
19,SA000002-095,0.148,30,7,1,1,1
19,SA000002-097,0.102,30,7,1,1,1
19,SA000002-098,0.114,,,,,
19,SA000002-099,0.151,30,7,1,1,1
19,SA000002-100,0.196,30,7,1,1,1
27,PATRON,,1,1,1,1,1
28,BLANCO,,1,1,1,1,1
29,BLANCO REACTIVO,,1,1,1,1,1
24,SA000002-101,1.705,30,7,1,1,1
25,SA000002-122,0.221,30,7,1,1,1
26,SA000002-123,0.069,30,7,1,1,1
30,SA000002-124,0.063,30,7,1,1,1
31,SA000002-125,0.204,30,7,1,1,1
35,SA000004-008,0.172,30,7,1,1,1
36,SA000004-011,0.330,30,7,1,1,1
37,SA000004-024,0.002,30,7,1,1,1
38,PATRON,,1,1,1,1,1
39,BLANCO,,1,1,1,1,1
40,BLANCO REACTIVO,,1,1,1,1,1
