Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.595
Comp. Cola Columna,Cu 324.75,1.368
Barren,Cu 324.75,1.432
Cabeza puntual retorno,Cu 324.75,1.481
Celda # 11-A,Cu 324.75,1.234
Celda # 11-B,Cu 324.75,0.026
Celda # 11-C,Cu 324.75,0.104
Celda # 6-F2,Cu 324.75,0.048
Celda #5-9,Cu 324.75,4.057
Celda #(F1+F2),Cu 324.75,1.151
NE Tubo 1,Cu 324.75,0.098
NE Tubo 2,Cu 324.75,0.255
NE Tubo 4,Cu 324.75,0.028
NE Tubo 5,Cu 324.75,0.011
NE Tubo 6,Cu 324.75,0.016
NE Tubo 7,Cu 324.75,0.883
Puntual Noroeste,Cu 324.75,0.98
Barren Patios,Cu 324.75,1.407
Tubo 3,Cu 324.75,1.269
Especial 1,Cu 324.75,2.015
Especial 2,Cu 324.75,1.889
Especial 3,Cu 324.75,0.042
Especial 4,Cu 324.75,0.017
Especial 5,Cu 324.75,2.327
