Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,4.952
Comp. Cola Columna,Cu 324.75,4.512
Barren,Cu 324.75,2.652
Cabeza puntual retorno,Cu 324.75,4.75
Celda # 11-A,Cu 324.75,0.262
Celda # 11-B,Cu 324.75,58.46
Celda # 11-C,Cu 324.75,17.28
Celda #5-9,Cu 324.75,0.039
Celda #(F1+F2),Cu 324.75,1.688
NE Tubo 1,Cu 324.75,20.16
NE Tubo 2,Cu 324.75,0.405
NE Tubo 4,Cu 324.75,0.531
NE Tubo 5,Cu 324.75,0.101
NE Tubo 6,Cu 324.75,0.127
Especial 7,Cu 324.75,2.815
Puntual Noroeste,Cu 324.75,0.988
Tubo 3,Cu 324.75,1.507
Especial 1,Cu 324.75,0.039
Especial 2,Cu 324.75,0.015
Especial 3,Cu 324.75,0.068
Especial 4,Cu 324.75,0.082
Especial 5,Cu 324.75,0.013
Columna #1,Cu 324.75,4.773
Columna #2,Cu 324.75,4.968
Columna #3,Cu 324.75,4.798
Columna #4,Cu 324.75,4.52
Columna #5,Cu 324.75,4.377
