Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.374
Comp. Cola Columna,Ag 328.07,0.202
Barren,Ag 328.07,0.204
Cabeza puntual retorno,Ag 328.07,0.356
Celda # 11-A,Ag 328.07,0.045
Celda # 11-B,Ag 328.07,0.051
Celda # 11-C,Ag 328.07,0.074
Celda # 6-F2,Ag 328.07,0.834
Celda #5-9,Ag 328.07,0.622
Celda #(F1+F2),Ag 328.07,0.353
NE Tubo 1,Ag 328.07,0.031
NE Tubo 2,Ag 328.07,0.227
NE Tubo 4,Ag 328.07,0.062
NE Tubo 5,Ag 328.07,0.061
NE Tubo 6,Ag 328.07,0.02
NE Tubo 7,Ag 328.07,0.123
Puntual Noroeste,Ag 328.07,0.163
Barren Patios,Ag 328.07,0.158
Tubo 3,Ag 328.07,0.344
Especial 1,Ag 328.07,0.717
Especial 2,Ag 328.07,0.816
Especial 3,Ag 328.07,0.067
Especial 4,Ag 328.07,0.028
Especial 5,Ag 328.07,0.46
