Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.05
Comp. Cola Columna,Au 242.80,0.003
Barren,Au 242.80,0.004
Cabeza puntual retorno,Au 242.80,0.054
Celda # 11-A,Au 242.80,0.081
Celda # 11-B,Au 242.80,0.025
Celda # 11-C,Au 242.80,0.16
Celda # 6-F2,Au 242.80,0.008
Celda #5-9,Au 242.80,0.131
Celda #(F1+F2),Au 242.80,0.044
NE Tubo 1,Au 242.80,0.005
NE Tubo 2,Au 242.80,0.089
NE Tubo 4,Au 242.80,0.069
NE Tubo 5,Au 242.80,0.039
NE Tubo 6,Au 242.80,0.043
NE Tubo 7,Au 242.80,0.033
Puntual Noroeste,Au 242.80,0.05
Barren Patios,Au 242.80,0.007
Tubo 3,Au 242.80,0.035
Especial 1,Au 242.80,0.15
Especial 2,Au 242.80,0.1
Especial 3,Au 242.80,0.019
Especial 4,Au 242.80,0.01
Especial 5,Au 242.80,0.088
