Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.066
Cabeza puntual retorno,Au 242.80,0.068
Columna #1,Au 242.80,0.071
Columna #2,Au 242.80,0.061
Columna #3,Au 242.80,0.034
Columna #4,Au 242.80,0.029
Celda #5-9,Au 242.80,0.044
Celda #(F1+F2),Au 242.80,0.059
NE Tubo 6,Au 242.80,0.106
NE Tubo 7,Au 242.80,0.1
Puntual Noroeste,Au 242.80,0.065
Tubo 3,Au 242.80,0.075
Especial 1,Au 242.80,0.213
Especial 2,Au 242.80,0.26
Especial 5,Au 242.80,0.193
Celda # 11-A,Au 242.80,0.074
Comp. Cola Columna,Au 242.80,0.01
Barren,Au 242.80,0.006
Columna #5,Au 242.80,0.01
Celda # 11-B,Au 242.80,0.001
Celda # 11-C,Au 242.80,0.005
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.022
NE Tubo 4,Au 242.80,0.018
NE Tubo 5,Au 242.80,0.024
Barren Patios,Au 242.80,0.009
Especial 3,Au 242.80,0.01
Especial 4,Au 242.80,0.024
Especial 6,Au 242.80,0.001
