Analyst,,,,,
Date Started,6/07/2023 12:17 AM  GMT: 4/29/2023 7:17 AM,,,,
Worksheet,LC000753_24,,,,
Comment,,,,,
Methods,"Au,Au",,,,
,,,,,
Method: Au (Flame),,,,,
,,,,,
20/07/2023,01:11:24 a. m.,PATRON,0.88,,mg/L
20/07/2023,01:11:24 a. m.,BLANCO,0.02,,mg/L
20/07/2023,01:11:24 a. m.,REAGENT BLANK,0.02,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-001,0.11,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-002,0.05,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-003,0.07,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-004,0.11,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-005,0.05,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-006,0.16,,mg/L
20/07/2023,01:11:24 a. m.,PATRON,0.89,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-007,0.10,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-008,0.05,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-009,0.07,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-010,0.06,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-011,0.09,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-012,0.01,,mg/L
20/07/2023,01:11:24 a. m.,PATRON,0.91,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-013,0.09,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-014,0.05,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-015,0.13,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-016,0.33,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-017,0.47,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-018,0.21,,mg/L
20/07/2023,01:11:24 a. m.,PATRON,0.88,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-019,0.19,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-020,0.13,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-021,0.16,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-022,0.12,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-023,0.08,,mg/L
20/07/2023,01:11:24 a. m.,LC000753-024,0.12,,mg/L
20/07/2023,01:11:24 a. m.,PATRON,0.89,,mg/L
