Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.242
Comp. Cola Columna,Cu 324.75,0.209
Barren,Cu 324.75,0.156
Cabeza puntual retorno,Cu 324.75,0.227
Celda # 11-A,Cu 324.75,0.074
Celda # 11-B,Cu 324.75,0.026
Celda # 11-C,Cu 324.75,0.132
Celda # 6-F2,Cu 324.75,0.832
Celda #5-9,Cu 324.75,2.082
Celda #(F1+F2),Cu 324.75,0.171
NE Tubo 1,Cu 324.75,0.049
NE Tubo 2,Cu 324.75,0.134
NE Tubo 4,Cu 324.75,0.105
NE Tubo 5,Cu 324.75,0.065
NE Tubo 6,Cu 324.75,0.125
NE Tubo 7,Cu 324.75,0.144
Puntual Noroeste,Cu 324.75,0.13
Barren Patios,Cu 324.75,0.192
Tubo 3,Cu 324.75,0.172
Especial 1,Cu 324.75,0.055
Especial 2,Cu 324.75,0.047
Especial 3,Cu 324.75,0.079
Especial 4,Cu 324.75,0.096
Especial 5,Cu 324.75,0.087
