Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.883
Comp. Cola Columna,Cu 324.75,0.986
Barren,Cu 324.75,1.344
Cabeza puntual retorno,Cu 324.75,1.953
Celda # 11-A,Cu 324.75,1.957
Celda # 11-B,Cu 324.75,1.102
Celda # 11-C,Cu 324.75,1.414
Celda #5-9,Cu 324.75,5.831
Celda #(F1+F2),Cu 324.75,2.008
NE Tubo 1,Cu 324.75,0.119
NE Tubo 2,Cu 324.75,0.43
NE Tubo 4,Cu 324.75,1.698
NE Tubo 5,Cu 324.75,1.204
NE Tubo 6,Cu 324.75,1.837
NE Tubo 7,Cu 324.75,5.24
Puntual Noroeste,Cu 324.75,1.874
Barren Patios,Cu 324.75,1.427
Tubo 3,Cu 324.75,1.16
Especial 1,Cu 324.75,0.542
Especial 2,Cu 324.75,0.108
Especial 3,Cu 324.75,0.131
Especial 4,Cu 324.75,0.16
Especial 5,Cu 324.75,0.136
Columna #1,Cu 324.75,1.755
Columna #2,Cu 324.75,1.505
Columna #3,Cu 324.75,1.286
Columna #4,Cu 324.75,1.182
Columna #5,Cu 324.75,1.062
