Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,2.159
Cabeza puntual retorno,Cu 324.75,2.099
Celda #(F1+F2),Cu 324.75,0.476
Puntual Noroeste,Cu 324.75,0.478
Comp. Cola Columna,Cu 324.75,2.008
Barren,Cu 324.75,1.777
Celda # 11-A,Cu 324.75,0.712
Celda # 11-B,Cu 324.75,0.119
Celda # 11-C,Cu 324.75,0.082
Celda # 6-F2,Cu 324.75,0.021
Celda #5-9,Cu 324.75,8.919
NE Tubo 1,Cu 324.75,0.01
NE Tubo 2,Cu 324.75,0.08
NE Tubo 4,Cu 324.75,0.235
NE Tubo 5,Cu 324.75,0.027
NE Tubo 6,Cu 324.75,0.11
NE Tubo 7,Cu 324.75,0.202
Barren Patios,Cu 324.75,1.748
Tubo 3,Cu 324.75,0.637
Especial 1,Cu 324.75,3.627
Especial 2,Cu 324.75,1.426
Especial 3,Cu 324.75,0.79
Especial 4,Cu 324.75,1.187
Especial 5,Cu 324.75,8.102
