Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.765
Comp. Cola Columna,Cu 324.75,1.677
Barren,Cu 324.75,1.653
Cabeza puntual retorno,Cu 324.75,1.644
Celda # 11-A,Cu 324.75,0.198
Celda # 11-B,Cu 324.75,0.422
Celda # 11-C,Cu 324.75,0.183
Celda #5-9,Cu 324.75,0.147
Celda #(F1+F2),Cu 324.75,1.952
NE Tubo 1,Cu 324.75,9.494
NE Tubo 2,Cu 324.75,0.472
NE Tubo 4,Cu 324.75,0.038
NE Tubo 5,Cu 324.75,0.041
NE Tubo 6,Cu 324.75,0.029
NE Tubo 7,Cu 324.75,3.335
Puntual Noroeste,Cu 324.75,1.859
Barren Patios,Cu 324.75,1.367
Tubo 3,Cu 324.75,3.228
Especial 1,Cu 324.75,0.114
Especial 2,Cu 324.75,0.073
Especial 3,Cu 324.75,0.152
Especial 4,Cu 324.75,0.119
Especial 5,Cu 324.75,0.083
