Analista,,,,,,,,,,
Fecha de inicio,17/01/2023 04:42 p. m.  GMT: 17/01/2023 10:42 p. m.,,,,,,,,,
Hoja de trabajo,SA000057_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,CERO CAL,0,,mg/L,52.7,-0.0007,0.001,-0.0008,-0.0003,-0.0011
,PATRÓN 1,0.5,,mg/L,1.7,0.0134,-0.0001,0.0134,0.0132,0.0137
,PATRÓN 2,1,,mg/L,0.9,0.0265,0.0001,0.0263,0.0265,0.0268
,PATRÓN 3,2,,mg/L,0.8,0.0549,-0.0001,0.0549,0.0554,0.0544
,PATRÓN 4,5,,mg/L,0.3,0.1394,0.0004,0.1396,0.1396,0.1389
,PATRÓN 5,10,,mg/L,0.3,0.2728,0.0004,0.2731,0.2736,0.2719
,PATRON,0.5103,,mg/L,0.8,0.0137,-0.0001,0.0138,0.0136,0.0137
,BLANCO,0.0083,,mg/L,98,0.0002,0,0,0.0004,0.0003
,BLANCO REACTIVO,0,,mg/L,58.7,-0.0006,0.0008,-0.0003,-0.0009,-0.0005
,SA000057-001,0.0705,,mg/L,1.5,0.0081,0.0016,0.008,0.0082,0.008
,SA000057-002,0.1573,,mg/L,0.9,0.0181,0.0021,0.0179,0.0182,0.0181
,SA000057-003,0.1156,,mg/L,2.2,0.0132,0.0022,0.0135,0.0133,0.013
,SA000057-004,0.2787,,mg/L,0.5,0.0323,0.0019,0.0323,0.0324,0.0321
,SA000057-005,0.1219,,mg/L,3.2,0.014,0.0021,0.0135,0.0142,0.0143
,PATRON,0.5003,,mg/L,1.3,0.0134,0.0016,0.0136,0.0134,0.0133
,SA000057-006,1.2077,,mg/L,0.6,0.1432,0.0021,0.1432,0.1424,0.1441
,SA000057-007,0.1275,,mg/L,0.9,0.0147,0.002,0.0149,0.0146,0.0146
,SA000057-008,0.0316,,mg/L,5.2,0.0036,0.0018,0.0038,0.0034,0.0037
,SA000057-009,0.0831,,mg/L,1.2,0.0095,0.002,0.0094,0.0095,0.0097
,SA000057-010,0.0083,,mg/L,24.9,0.0009,0.002,0.0012,0.0009,0.0007
,PATRON,0.5057,,mg/L,0.2,0.0136,0.0017,0.0136,0.0135,0.0135
,BLANCO,-0.0104,,mg/L,37.7,-0.0003,0.0018,-0.0003,-0.0004,-0.0002
,BLANCO REACTIVO,0,,mg/L,38.5,-0.0009,0.0013,-0.0005,-0.0011,-0.0011
,SA000057-011,0.2457,,mg/L,1,0.0285,0.0024,0.0287,0.0281,0.0286
,SA000057-012,0.3687,,mg/L,0.5,0.043,0.0024,0.0433,0.0428,0.043
,SA000057-013,0.0454,,mg/L,5.1,0.0052,0.0024,0.0052,0.0049,0.0055
,SA000057-014,0.467,,mg/L,1,0.0546,0.0024,0.0545,0.0553,0.0542
,SA000057-015,0.0859,,mg/L,0.1,0.0099,0.0024,0.0099,0.0099,0.0099
,PATRON,0.508,,mg/L,0.6,0.0136,0.0021,0.0137,0.0136,0.0136
,SA000057-016,0.0249,,mg/L,5.2,0.0028,0.0021,0.0029,0.0027,0.003
,SA000057-017,0.0176,,mg/L,6.5,0.002,0.0022,0.002,0.0021,0.0019
,SA000057-018,0.0348,,mg/L,7.8,0.004,0.0021,0.0041,0.0042,0.0036
,SA000057-019,0.0576,,mg/L,2.6,0.0066,0.0024,0.0067,0.0064,0.0067
,SA000057-020,0.2711,,mg/L,0.4,0.0315,0.0023,0.0313,0.0315,0.0316
,PATRON,0.5058,,mg/L,1.5,0.0136,0.0021,0.0134,0.0136,0.0138
,BLANCO,0.0007,,mg/L,>100,0,0.0021,0,0.0001,-0.0001
,BLANCO REACTIVO,0,,mg/L,43.9,-0.0007,0.0012,-0.0009,-0.0009,-0.0004
,SA000057-021,0.2362,,mg/L,1.2,0.0273,0.002,0.027,0.0273,0.0276
,SA000057-022,0.1782,,mg/L,0.7,0.0206,0.0022,0.0207,0.0205,0.0205
,SA000057-023,0.9543,,mg/L,0.1,0.0892,0.0025,0.0891,0.0892,0.0893
,SA000057-024,0.0853,,mg/L,2.8,0.0063,0.0023,0.0062,0.0065,0.0063
,SA000057-025,0.0875,,mg/L,3.2,0.01,0.0022,0.0103,0.0101,0.0097
,PATRON,0.5011,,mg/L,1.7,0.0134,0.0019,0.0135,0.0132,0.0136
,SA000057-026,0.0027,,mg/L,69.9,0.0003,0.0019,0.0004,0.0001,0.0004
,SA000057-027,0.1168,,mg/L,0.7,0.0134,0.0023,0.0134,0.0135,0.0133
,SA000057-028,0.1284,,mg/L,0.4,0.0148,0.0022,0.0147,0.0148,0.0148
,SA000057-029,0.0686,,mg/L,3.4,0.0079,0.0021,0.0076,0.0078,0.0081
,SA000057-030,0.1609,,mg/L,1.4,0.0185,0.0021,0.0187,0.0183,0.0187
,PATRON,0.492,,mg/L,1.2,0.0132,0.0019,0.0131,0.0131,0.0134
,BLANCO,-0.0049,,mg/L,99.1,-0.0001,0.0018,0,-0.0002,-0.0002
,BLANCO REACTIVO,0,,mg/L,19.2,-0.001,0.0009,-0.001,-0.0008,-0.0011
,SA000057-031,0.1495,,mg/L,0.9,0.0172,0.0023,0.0173,0.0171,0.0173
,SA000057-032,0.0249,,mg/L,10.6,0.0028,0.0025,0.0032,0.0027,0.0026
,PATRON,0.5032,,mg/L,1.4,0.0135,0.002,0.0133,0.0135,0.0137
,BLANCO REACTIVO,0,,mg/L,15.4,-0.0011,0.0012,-0.0011,-0.001,-0.0013
,BLANCO,0.0081,,mg/L,78.5,0.0002,0.0023,0.0001,0.0004,0.0002
,BLANCO REACTIVO,0,,mg/L,19,-0.0009,0.001,-0.0007,-0.001,-0.001
,BLANCO,,,mg/L,,,,,,
