Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.312
Comp. Cola Columna,Cu 324.75,0.916
Barren,Cu 324.75,1.041
Cabeza puntual retorno,Cu 324.75,1.274
Celda # 11-A,Cu 324.75,5.875
Celda # 11-B,Cu 324.75,0.181
Celda # 11-C,Cu 324.75,0.153
Celda # 6-F2,Cu 324.75,0.405
Celda #5-9,Cu 324.75,0.062
Celda #(F1+F2),Cu 324.75,1.151
NE Tubo 1,Cu 324.75,0.087
NE Tubo 2,Cu 324.75,0.195
NE Tubo 4,Cu 324.75,0.19
NE Tubo 5,Cu 324.75,0.16
NE Tubo 6,Cu 324.75,0.193
NE Tubo 7,Cu 324.75,0.326
Puntual Noroeste,Cu 324.75,1.181
Barren Patios,Cu 324.75,1.111
Tubo 3,Cu 324.75,3.551
Especial 1,Cu 324.75,0.344
Especial 2,Cu 324.75,0.115
Especial 3,Cu 324.75,3.709
Especial 4,Cu 324.75,6.256
Especial 5,Cu 324.75,0.153
