Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.015
Comp. Cola Columna,Cu 324.75,2.07
Barren,Cu 324.75,2.016
Cabeza puntual retorno,Cu 324.75,2.019
Celda # 11-A,Cu 324.75,0.214
Celda # 11-B,Cu 324.75,0.069
Celda # 11-C,Cu 324.75,0.05
Celda #5-9,Cu 324.75,0.692
Celda #(F1+F2),Cu 324.75,2.261
NE Tubo 1,Cu 324.75,0.015
NE Tubo 2,Cu 324.75,0.394
NE Tubo 4,Cu 324.75,1.446
NE Tubo 5,Cu 324.75,0.56
NE Tubo 6,Cu 324.75,7.748
NE Tubo 7,Cu 324.75,1.216
Puntual Noroeste,Cu 324.75,2.267
Barren Patios,Cu 324.75,1.88
Tubo 3,Cu 324.75,1.811
Especial 1,Cu 324.75,0.064
Especial 2,Cu 324.75,0.043
Especial 3,Cu 324.75,0.17
Especial 4,Cu 324.75,0.445
Especial 5,Cu 324.75,0.142
Especial 6,Cu 324.75,0.033
Columna #1,Cu 324.75,2.003
Columna #2,Cu 324.75,1.957
Columna #3,Cu 324.75,1.966
Columna #4,Cu 324.75,1.839
Columna #5,Cu 324.75,1.79
