Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.216
Comp. Cola Columna,Cu 324.75,0.152
Barren,Cu 324.75,0.161
Cabeza puntual retorno,Cu 324.75,0.219
Celda # 11-A,Cu 324.75,0.062
Celda # 11-B,Cu 324.75,0.041
Celda # 11-C,Cu 324.75,0.113
Celda # 6-F2,Cu 324.75,0.805
Celda #5-9,Cu 324.75,1.487
Celda #(F1+F2),Cu 324.75,0.214
NE Tubo 1,Cu 324.75,0.026
NE Tubo 2,Cu 324.75,0.126
NE Tubo 4,Cu 324.75,0.076
NE Tubo 5,Cu 324.75,0.056
NE Tubo 6,Cu 324.75,0.105
NE Tubo 7,Cu 324.75,0.137
Puntual Noroeste,Cu 324.75,0.147
Barren Patios,Cu 324.75,0.168
Tubo 3,Cu 324.75,0.350
Especial 1,Cu 324.75,0.046
Especial 2,Cu 324.75,0.031
Especial 3,Cu 324.75,0.072
Especial 4,Cu 324.75,0.101
Especial 5,Cu 324.75,0.090
