Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.513
Cabeza puntual retorno,Cu 324.75,1.084
Celda #(F1+F2),Cu 324.75,0.423
Puntual Noroeste,Cu 324.75,0.216
Tubo 3,Cu 324.75,0.048
NE Tubo 2,Cu 324.75,0.748
NE Tubo 4,Cu 324.75,0.061
Especial 1,Cu 324.75,0.821
Especial 2,Cu 324.75,1.473
Especial 3,Cu 324.75,0.188
Especial 4,Cu 324.75,0.158
Especial 5,Cu 324.75,0.706
Comp. Cola Columna,Cu 324.75,0.541
Barren,Cu 324.75,1.101
Barren Patios,Cu 324.75,1.453
NE Tubo 1,Cu 324.75,0.028
NE Tubo 5,Cu 324.75,0.045
NE Tubo 6,Cu 324.75,0.053
NE Tubo 7,Cu 324.75,0.164
Celda # 11-A,Cu 324.75,0.097
Celda # 11-B,Cu 324.75,0.096
Celda # 11-C,Cu 324.75,0.227
Celda # 6-F2,Cu 324.75,1.28
Celda #5-9,Cu 324.75,0.784
