Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.095
Comp. Cola Columna,Au 242.80,0.013
Barren,Au 242.80,0.011
Cabeza puntual retorno,Au 242.80,0.096
Celda # 11-A,Au 242.80,0.046
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.002
Celda #5-9,Au 242.80,0.048
Celda #(F1+F2),Au 242.80,0.092
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.082
NE Tubo 4,Au 242.80,0.047
NE Tubo 5,Au 242.80,0.031
NE Tubo 6,Au 242.80,0.022
NE Tubo 7,Au 242.80,0.049
Puntual Noroeste,Au 242.80,0.092
Barren Patios,Au 242.80,0.011
Tubo 3,Au 242.80,0.187
Especial 1,Au 242.80,0.056
Especial 2,Au 242.80,0.039
Especial 3,Au 242.80,0.009
Especial 4,Au 242.80,0.008
Especial 5,Au 242.80,0.048
Columna #1,Au 242.80,0.067
Columna #2,Au 242.80,0.053
Columna #3,Au 242.80,0.028
Columna #5,Au 242.80,0.017
