Sample ID,Analyte Name,Reported Conc (Calib)
Celda # 6-F2,Au 242.80,0.1
Celda #(F1+F2),Au 242.80,0.067
Comp. Cabeza Columna,Au 242.80,0.066
Cabeza puntual retorno,Au 242.80,0.066
NE Tubo 1,Au 242.80,0.103
NE Tubo 2,Au 242.80,0.112
NE Tubo 4,Au 242.80,0.048
NE Tubo 5,Au 242.80,0.062
NE Tubo 6,Au 242.80,0.076
NE Tubo 7,Au 242.80,0.084
Puntual Noroeste,Au 242.80,0.071
Tubo 3,Au 242.80,0.055
Especial 1,Au 242.80,0.053
Especial 2,Au 242.80,0.053
Especial 3,Au 242.80,0.005
Especial 4,Au 242.80,0.001
Especial 5,Au 242.80,0.012
Barren,Au 242.80,0.01
Comp. Cola Columna,Au 242.80,0.001
Celda # 11-A,Au 242.80,0.02
Celda # 11-B,Au 242.80,0.018
Celda # 11-C,Au 242.80,0.002
Celda #5-9,Au 242.80,0.037
Barren Patios,Au 242.80,0.005
