Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,2.049
Cabeza puntual retorno,Cu 324.75,1.971
Celda #(F1+F2),Cu 324.75,2.638
Puntual Noroeste,Cu 324.75,1.926
Tubo 3,Cu 324.75,0.286
Comp. Cola Columna,Cu 324.75,1.991
Barren,Cu 324.75,1.847
Celda # 11-A,Cu 324.75,0.108
Celda # 11-B,Cu 324.75,0.149
Celda # 11-C,Cu 324.75,0.220
Celda # 6-F2,Cu 324.75,3.778
Celda #5-9,Cu 324.75,0.109
NE Tubo 1,Cu 324.75,10.38
NE Tubo 2,Cu 324.75,0.996
NE Tubo 4,Cu 324.75,0.101
NE Tubo 5,Cu 324.75,6.372
NE Tubo 6,Cu 324.75,5.660
NE Tubo 7,Cu 324.75,0.510
Barren Patios,Cu 324.75,1.729
Especial 1,Cu 324.75,0.103
Especial 2,Cu 324.75,0.152
Especial 3,Cu 324.75,0.110
Especial 4,Cu 324.75,0.125
Especial 5,Cu 324.75,0.896
