Analista,JCAN,,,,,,,
Fecha de inicio,7/8/2022 12:27 AM  GMT: 7/8/2022 5:27 AM,,,,,,,
Hoja de trabajo,SA000030_6,,,,,,,
Comentario,,,,,,,,
Métodos,Ag,,,,,,,
,,,,,,,,
Método: Ag VHAA-Ag (Llama),,,,,,,,
,,,,,,,,
Ag,PATRON,0.9971,,mg/L,0.1016,0.1011,0.1025,0.1012
Ag,BLANCO,0.0107,,mg/L,0.0011,0.0011,0.0016,0.0006
Ag,BLANCO REACTIVO,0,,mg/L,0.0013,0.0024,0.0013,0.0001
Ag,SA000030-001,2.3341,,mg/L,0.0096,0.0101,0.0088,0.0099
Ag,SA000030-002,2.2555,,mg/L,0.0093,0.0094,0.0094,0.0091
Ag,SA000030-003,2.6163,,mg/L,0.0108,0.0107,0.011,0.0106
Ag,SA000030-004,3.2661,,mg/L,0.0134,0.0134,0.0131,0.0138
Ag,SA000030-005,0.2116,,mg/L,0.0009,0.0024,0.0002,0
Ag,SA000030-006,0.0238,,mg/L,0.0001,0.0009,0.0001,-0.0007
Ag,SA000030-007,2.751,,mg/L,0.0113,0.0126,0.0103,0.011
Ag,SA000030-008,7.3874,,mg/L,0.0304,0.0298,0.03,0.0313
Ag,SA000030-009,6.8672,,mg/L,0.0283,0.0282,0.0281,0.0285
Ag,SA000030-010,2.6981,,mg/L,0.0111,0.0109,0.0121,0.0101
Ag,PATRON,0.9822,,mg/L,0.1001,0.1024,0.099,0.0989
Ag,BLANCO,0.0015,,mg/L,0.0002,-0.0002,0.0004,0.0002
Ag,BLANCO REACTIVO,0,,mg/L,0.0014,0.0014,0.0012,0.0015
Ag,SA000030-011,1.6149,,mg/L,0.0066,0.0068,0.0063,0.0068
Ag,SA000030-012,1.279,,mg/L,0.0053,0.0049,0.0048,0.0061
Ag,SA000030-013,23.748,,mg/L,0.0972,0.0948,0.0984,0.0985
Ag,SA000030-014,1.6372,,mg/L,0.0067,0.0072,0.0062,0.0068
Ag,SA000030-015,1.2168,,mg/L,0.005,0.0055,0.0049,0.0046
Ag,SA000030-017,0.3098,,mg/L,0.0013,0.001,0.002,0.0008
Ag,SA000030-018,0.815,,mg/L,0.0034,0.003,0.0031,0.0039
Ag,SA000030-019,0.3042,,mg/L,0.0012,0.0016,0.0019,0.0003
Ag,SA000030-020,1.8353,,mg/L,0.0075,0.0081,0.0071,0.0074
Ag,SA000030-021,2.1783,,mg/L,0.009,0.009,0.0092,0.0087
Ag,PATRON,1.0124,,mg/L,0.1031,0.1041,0.1015,0.1037
Ag,BLANCO,0.0031,,mg/L,0.0003,-0.0004,0.0003,0.001
Ag,BLANCO REACTIVO,0,,mg/L,0.0018,0.0025,0.0014,0.0015
Ag,SA000030-022,2.0858,,mg/L,0.0086,0.0085,0.0083,0.0089
Ag,SA000030-023,1.8866,,mg/L,0.0078,0.0097,0.0071,0.0065
Ag,SA000030-024,1.6913,,mg/L,0.007,0.0074,0.0067,0.0067
Ag,PATRON,1.0124,,mg/L,0.1031,0.1041,0.1015,0.1037
Ag,BLANCO,0.0031,,mg/L,0.0003,-0.0004,0.0003,0.001
Ag,BLANCO REACTIVO,0,,mg/L,0.0018,0.0025,0.0014,0.0015
